REF_AREA_NAME;INDICATOR_NAME;UNIT_MEASURE_NAME;TIME_PERIOD;OBS_VALUE
Grenada;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Guatemala;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Guinea-Bissau;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Guyana;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Haiti;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Honduras;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.58
Hong Kong SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;1.797
Hungary;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.415
Iceland;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.925
India;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Indonesia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.67
Iran, Islamic Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;10.0
Iraq;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Ireland;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;19.0
Israel;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;10.585
Italy;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;8.533
Jamaica;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;15.4
Japan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.092
Jordan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;18.8
Kazakhstan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Kenya;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Kiribati;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Korea, Rep.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.45
Kosovo;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Kuwait;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Kyrgyz Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Lao PDR;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Latvia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Lebanon;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Lesotho;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Liberia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Libya;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Lithuania;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Luxembourg;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;1.38
Macao SAR, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Madagascar;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Malawi;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Malaysia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.345
Maldives;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Mali;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Malta;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.4
Marshall Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Mauritania;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Mauritius;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.732
Mexico;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;2.692
Micronesia, Fed. Sts.;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Moldova;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Mongolia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Montenegro;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Morocco;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Mozambique;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Myanmar;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Namibia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Nauru;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Nepal;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Netherlands;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.799
New Zealand;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;10.625
Nicaragua;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;14.9
Niger;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Nigeria;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
North Macedonia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Norway;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.469
Oman;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Pakistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.85
Palau;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Panama;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;15.971
Papua New Guinea;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Paraguay;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.1
Peru;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;5.9
Philippines;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;10.5
Poland;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;11.8
Portugal;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.138
Puerto Rico;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;16.0
Qatar;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Romania;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;3.5
Russian Federation;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Rwanda;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Samoa;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
San Marino;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Sao Tome and Principe;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;16.764
Saudi Arabia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Senegal;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Serbia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Seychelles;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Sierra Leone;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Singapore;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;1.75
Slovak Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Slovenia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Solomon Islands;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Somalia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
South Africa;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;20.162
South Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Spain;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;16.313
Sri Lanka;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;14.665
St. Kitts and Nevis;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
St. Lucia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
St. Vincent and the Grenadines;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Sudan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;15.998
Suriname;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Sweden;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;4.0
Switzerland;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;1.083
Syrian Arab Republic;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Taiwan, China;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;1.51
Tajikistan;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Tanzania;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Thailand;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;3.1
Timor-Leste;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Togo;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Tonga;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Trinidad and Tobago;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;
Tunisia;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;16.223
Turkiye;Unemployment rate, Percent of total labor force;Percentage of labor force;1991;7.66
